pmid,title,authors,journal,pub_date,pub_year,doi,abstract,mesh_terms,pub_type,likely_relevant
24427271,Self-reported stomach upset in travellers on cruise-based and land-based package holidays.,Launders NJ; Nichols GL; Cartwright R; Lawrence J; Jones J et al.,PloS one,2014,2014,10.1371/journal.pone.0083425,"International travellers are at a risk of infectious diseases not seen in their home country. Stomach upsets are common in travellers, including on cruise ships. This study compares the incidence of stomach upsets on land- and cruise-based holidays. A major British tour operator has administered a Customer Satisfaction Questionnaire (CSQ) to UK resident travellers aged 16 or more on return flights from their holiday abroad over many years. Data extracted from the CSQ was used to measure self-reported stomach upset in returning travellers. From summer 2000 through winter 2008, 6,863,092 questionnaires were completed; 6.6% were from cruise passengers. A higher percentage of land-based holiday-makers (7.2%) reported stomach upset in comparison to 4.8% of cruise passengers (RR = 1.5, p<0.0005). Reported stomach upset on cruises declined over the study period (7.1% in 2000 to 3.1% in 2008, p<0.0005). Over 25% of travellers on land-based holidays to Egypt and the Dominican Republic reported stomach upset. In comparison, the highest proportion of stomach upset in cruise ship travellers were reported following cruises departing from Egypt (14.8%) and Turkey (8.8%). In this large study of self-reported illness both demographic and holiday choice factors were shown to play a part in determining the likelihood of developing stomach upset while abroad. There is a lower cumulative incidence and declining rates of stomach upset in cruise passengers which suggest that the cruise industry has adopted operations (e.g. hygiene standards) that have reduced illness over recent years.",Adult; Age Distribution; Aged; Female; Holidays; Humans; Incidence; Male; Middle Aged; Risk Factors; Seasons; Self Report; Stomach Diseases; Surveys and Questionnaires; Travel; Travel Medicine; Young Adult,"Journal Article; Research Support, Non-U.S. Gov't",no
24298957,"Point-of-care syndrome-based, rapid diagnosis of infections on commercial ships.",Bouricha M; Samad MA; Levy PY; Raoult D; Drancourt M,Journal of travel medicine,2014,2014,10.1111/jtm.12090,"Suspicion of contagious disease on commercial ships tends to be poorly managed, as there is little capacity to confirm a case on board except for malaria. Here we implemented a point-of-care (POC) laboratory on one container ship and one cruise ship for the rapid syndrome-based diagnosis of infectious diseases on board. In 2012 we implemented a POC laboratory on board a freight ship and on board a cruise ship. The POC laboratory ran a total of six different color-coded, syndrome-based kits incorporating 10 different commercially available immunochromatographic tests. The POC tests were taught within 1-hour as part of training to staff without any previous knowledge in microbiology. Compared with terrestrial POCs, specific constraints included the necessity to secure POC devices into the motile ship, to use robust devices, to overcome difficulties in communicating with the core laboratory, and to overcome limited intimacy of patients. However, a total of 36 POC tests were easily performed and yielded contributive negative results. This first experiment indicates that it is possible to run POC laboratories by nonexpert staff after providing rapid teaching course on board commercial ships. Generalization of on-board POC laboratories is expected to help in improving the medical management of staff and passengers.","Communicable Disease Control; Communicable Diseases; Disease Outbreaks; Humans; Laboratories; Needs Assessment; Outcome Assessment, Health Care; Point-of-Care Systems; Reagent Kits, Diagnostic; Ships; Staff Development; Symptom Assessment; Travel",Journal Article,yes
24013733,First vaccines targeting 'cruise ship virus' sail into clinical trials.,Willyard C,Nature medicine,2013-Sep,2013,10.1038/nm0913-1076,,"Antibodies, Monoclonal; Antibodies, Viral; Caliciviridae Infections; Gastroenteritis; Humans; Norovirus; Ships; Travel; Viral Vaccines",News,no
23788158,Early psychological care of the French victims of the Costa Concordia shipwreck.,Toesca R; Guyon V; Marchand M; Bessereau J; Abbona F et al.,International maritime health,2013,2013,,"Most of the French passengers who survived the shipwreck of the cruise ship Costa Concordia were repatriatedfrom Italy to Marseille, one of the stopovers of the cruise. The shipwreck happened during the nightof 13th-14th January 2012 and entailed the forced evacuation of 4195 passengers and crewmembers.Thirty-two persons died and 2 others are still reported missing. The massive and unexpected inflow of402 French citizens in the port of Marseille required the quick setting up of welcome facilities, not only tosolve logistical problems, but also to address psychological and sometimes even medical problems. ThePrehospital Psychological Emergency Service (CUMP) and the Prehospital Emergency Medical Service(SAMU) of Marseille examined 196 persons in total, and were able to avoid a great number of emergencyadmissions deemed necessary because of difficult psychological situations (death, missing or lost persons,acute stress). The objective of this report is to rapidly present the emergency committee as a whole andto describe in more detail the work that the CUMP accomplished during the 36 hours necessary to takecharge of the majority of the French passengers of the Costa Concordia.","Adolescent; Adult; Aged; Aged, 80 and over; Child; Disasters; Emergency Medical Services; Female; France; Humans; Male; Mediterranean Sea; Middle Aged; Ships; Stress, Psychological; Young Adult",Journal Article,no
23787128,"Travel-associated Legionnaires' disease in Europe, 2010.",de Jong B; Payne Hallström L; Robesyn E; Ursut D; Zucs P,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2013-Jun,2013,10.2807/ese.18.23.20498-en,"In 2010, the European surveillance network for travel-associated Legionnaires' disease (ELDSNet, previously EWGLINET) received reports of 864 cases of travel-associated Legionnaires' disease, of whom 24 were reported to have had a fatal outcome. As in previous years, a very low proportion of clinical isolates were obtained (45 cases, 5.6%). In the 2010 dataset, male cases outnumbered female cases by 2.6:1 and had a median age of 61 years (range: 21-96), while the median age for women was 63 years (range: 12-95). The network identified 100 new clusters in 2010, of which 44 involved only one case from each reporting country and would probably not have been detected by national surveillance schemes alone. The largest cluster (having 14 cases) was associated with a cruise ship. Legionella species were detected at 61 of the 100 accommodation site clusters investigated. The names of five accommodation sites were published on the ECDC website.","Adolescent; Adult; Aged; Aged, 80 and over; Child; Cluster Analysis; Europe; Female; Humans; Legionnaires' Disease; Male; Middle Aged; Sex Factors; Travel; Young Adult",Journal Article,yes
23412839,"Rapid detection of norovirus in naturally contaminated food: foodborne gastroenteritis outbreak on a cruise ship in Brazil, 2010.",Morillo SG; Luchs A; Cilli A; do Carmo Sampaio Tavares Timenetsky M,Food and environmental virology,2012-Sep,2012,10.1007/s12560-012-9085-x,"Norovirus (NoV) is a prevalent pathogen of foodborne diseases; however, its detection in foods other than shellfish is often time consuming and unsuccessful. In 2010, an outbreak of acute gastroenteritis occurred on a cruise ship in Brazil, and NoV was the etiologic agent suspected. The objectives of this study were to report that a handy in-house methodology was suitable for NoV detection in naturally contaminated food, and perform the molecular characterization of food strains. Food samples (blue cheese, Indian sauce, herbal butter, soup, and white sauce) were analyzed by ELISA, two methods of RNA extraction, TRIzol(®) and QIAamp(®), following conventional RT-PCR. The qPCR was used in order to confirm the NoV genogroups. GI and GII NoV genogroups were identified by conventional RT-PCR after RNA extraction by means of the TRIzol(®) method. Two GII NoV samples were successfully sequenced, classified as GII.4; and they displayed a genetic relationship with strains from the Asian continent also isolated in 2010. GII and GI NoV were identified in distinct food matrices suggesting that it was not a common source of contamination. TRIzol(®) extraction followed by conventional RT-PCR was a suitable methodology in order to identify NoV in naturally contaminated food. Moreover, food samples could be processed within 8 h indicating the value of the method used for NoV detection, and its potential to identify foodborne gastroenteritis outbreaks in food products other than shellfish. This is the first description in Brazil of NoV detection in naturally contaminated food other than shellfish involved in a foodborne outbreak.","Brazil; Disease Outbreaks; Food Contamination; Food Microbiology; Foodborne Diseases; Gastroenteritis; Humans; Norovirus; RNA, Viral; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA; Shellfish; Ships",Journal Article,yes
23241233,"Cluster of invasive Neisseria meningitidis infections on a cruise ship, Italy, October 2012.",Stefanelli P; Fazio C; Neri A; Isola P; Sani S et al.,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2012-Dec,2012,,We describe a cluster of four cases of invasive meningococcal disease that occurred on a cruise ship sailing along the Italian coast in October 2012. All four cases were hospitalised with severe illness and one of them died. This report illustrates the importance of rapid implementation of emergency control measures such as administration of prophylaxis to all crew members and passengers to prevent the spread of the disease in such a close environment.,"Adult; Anti-Infective Agents; Cerebrospinal Fluid; Female; Hospitalization; Humans; Italy; Male; Meningococcal Infections; Microbial Sensitivity Tests; Middle Aged; Multilocus Sequence Typing; Neisseria meningitidis, Serogroup C; Severity of Illness Index; Ships; Tandem Repeat Sequences; Travel; Treatment Outcome","Case Reports; Journal Article; Research Support, Non-U.S. Gov't",yes
22776384,"Measles, rubella, and varicella among the crew of a cruise ship sailing from Florida, United States, 2006.",Mitruka K; Felsen CB; Tomianovic D; Inman B; Street K et al.,Journal of travel medicine,2012-Jul,2012,10.1111/j.1708-8305.2012.00620.x,"Cruise ship outbreaks of vaccine-preventable diseases (VPD) such as rubella and varicella have been previously associated with introduction and spread among susceptible crew members originating from countries with endemic transmission of these diseases. During February to April 2006, we investigated a cluster of rash illnesses due to measles, rubella, or varicella on a cruise ship sailing from Florida to the Caribbean. Case-finding measures included review of medical logs, active surveillance for rash illness among crew members, and passive surveillance for rash illness in the ship's infirmary lasting two incubation periods from the last case of measles. Passengers with potential exposure to these VPD were notified by letters. All susceptible crew members with potential exposure were administered the measles, mumps, and rubella vaccine after informed consent. A total of 16 cases were identified only among crew members: 1 rubella, 3 measles (two-generation spread), 11 varicella (three-generation spread), and 1 unknown diagnosis. Of 1,197 crew members evaluated, 4 had proof of immunity to measles and rubella. Based on passive surveillance, no cases were identified among passengers, the majority of whom resided in the United States. The international makeup of the population aboard cruise ships combined with their semi-enclosed environment has the potential to facilitate introduction and spread of VPD such as measles, rubella, and varicella onboard and into communities. Cruise lines should ensure crew members have evidence of immunity to these diseases. Passengers should be up to date with all vaccinations, including those that are travel-specific, prior to embarking on cruise travel.",Adult; Caribbean Region; Chickenpox; Florida; Humans; Measles; Naval Medicine; Rubella; Ships; Travel,Journal Article,yes
22687637,An outbreak of Cyclospora infection on a cruise ship.,Gibbs RA; Nanyonjo R; Pingault NM; Combs BG; Mazzucchelli T et al.,Epidemiology and infection,2013-Mar,2013,10.1017/S0950268812001197,"In 2010, an outbreak of cyclosporiasis affected passengers and crew on two successive voyages of a cruise ship that departed from and returned to Fremantle, Australia. There were 73 laboratory-confirmed and 241 suspected cases of Cyclospora infection reported in passengers and crew from the combined cruises. A case-control study performed in crew members found that illness was associated with eating items of fresh produce served onboard the ship, but the study was unable conclusively to identify the responsible food(s). It is likely that one or more of the fresh produce items taken onboard at a south-east Asian port during the first cruise was contaminated. If fresh produce supplied to cruise ships is sourced from countries or regions where Cyclospora is endemic, robust standards of food production and hygiene should be applied to the supply chain.",Case-Control Studies; Cyclospora; Cyclosporiasis; Disease Outbreaks; Feces; Female; Fruit; Humans; Male; Ships; Travel; Vegetables,"Journal Article; Research Support, Non-U.S. Gov't",yes
22608187,Water Safety Plan on cruise ships: a promising tool to prevent waterborne diseases.,Mouchtouri VA; Bartlett CL; Diskin A; Hadjichristodoulou C,The Science of the total environment,2012-Jul,2012,10.1016/j.scitotenv.2012.04.018,"Legionella spp. and other waterborne pathogens have been isolated from various water systems on land based premises as well as on ships and cases of Legionnaires' disease have been associated with both sites. Peculiarities of cruise ships water systems make the risk management a challenging process. The World Health Organization suggests a Water Safety Plan (WSP) as the best approach to mitigate risks and hazards such as Legionella spp. and others. To develop WSP on a cruise ship and discuss challenges, perspectives and key issues to success. Hazards and hazardous events were identified and risk assessment was conducted of the ship water system. Ship company management, policies and procedures were reviewed, site visits were conducted, findings and observations were recorded and discussed with engineers and key crew members were interviewed. A total of 53 hazards and hazardous events were taken into consideration for the risk assessment and additional essential barriers were established when needed. Most of them concerned control measures for biofilm development and Legionella spp. contamination. A total of 29 operational limits were defined. Supplementary verification and supportive programs were established. Application of the WSP to ship water systems, including potable water, recreational water facilities and decorative water features and fountains, is expected to improve water management on ships. The success of a WSP depends on support from senior management, commitment of the Captain and crew members, correct execution of all steps of a risk assessment and practicality and applicability in routine operation. The WSP provides to shipping industry a new approach and a move toward evidence based water safety policy.",Humans; Legionnaires' Disease; Risk Assessment; Safety; Ships; Water Microbiology; Water Supply,"Journal Article; Research Support, Non-U.S. Gov't",yes
22558906,Pandemic planning as risk management: how fared the Australian federation?,Carney T; Bailey R; Bennett B,Journal of law and medicine,2012-Mar,2012,,"The role of law in managing public health challenges such as influenza pandemics poses special challenges. This article reviews Australian plans in the context of the H1N1 09 experience to assess whether risk management was facilitated or inhibited by the ""number"" of levels or phases of management, the degree of prescriptive detail for particular phases, the number of plans, the clarity of the relationship between them, and the role of the media. Despite differences in the content and form of the plans at the time of the H1N1 09 emerging pandemic, the article argues that in practice, the plans proved to be responsive and robust bases for managing pandemic risks. It is suggested that this was because the plans proved to be frameworks for coordination rather than prescriptive straitjackets, to be only one component of the regulatory response, and to offer the varied tool box of possible responses, as called for by the theory of responsive regulation. Consistent with the principle of subsidiarity, it is argued that the plans did not inhibit localised responses such as selective school closures or rapid responses to selected populations such as cruise ship passengers.","Australia; Disaster Planning; Humans; Influenza A Virus, H1N1 Subtype; Influenza, Human; Pandemics; Risk Assessment; World Health Organization","Journal Article; Research Support, Non-U.S. Gov't",yes
22414034,"Deaths in international travelers arriving in the United States, July 1, 2005 to June 30, 2008.",Lawson CJ; Dykewicz CA; Molinari NA; Lipman H; Alvarado-Ramy F,Journal of travel medicine,2012,2012,10.1111/j.1708-8305.2011.00586.x,"The Centers for Disease Control and Prevention's (CDC) Quarantine Activity Reporting System (QARS), which documents reports of morbidity and mortality among travelers, was analyzed to describe the epidemiology of deaths during international travel. We analyzed travel-related deaths reported to CDC from July 1, 2005 to June 30, 2008, in which international travelers died (1) on a U.S.-bound conveyance, or (2) within 72 hours after arriving in the United States, or (3) at any time after arriving in the United States from an illness possibly acquired during international travel. We analyzed age, sex, mode of travel (eg, by air, sea, land), date, and cause of death, and estimated rates using generalized linear models. We identified 213 deaths. The median age of deceased travelers was 66 years (range 1-95); 65% were male. Most deaths (62%) were associated with sea travel; of these, 111 (85%) occurred in cruise ship passengers and 20 (15%) among cargo and cruise ship crew members. Of 81 air travel-associated deaths, 77 occurred in passengers, 3 among air ambulance patients, and 1 in a stowaway. One death was associated with land travel. Deaths were categorized as cardiovascular (70%), infectious disease (12%), cancer (6%), unintentional injury (4%), intentional injury (1%), and other (7%). Of 145 cardiovascular deaths with reported ages, 62% were in persons 65 years of age and older. Nineteen (73%) of 26 persons who died from infectious diseases had chronic medical conditions. There was significant seasonal variation (lowest in July-September) in cardiovascular mortality in cruise ship passengers. Cardiovascular conditions were the major cause of death for both sexes. Travelers should seek pre-travel medical consultation, including guidance on preventing cardiovascular events, infections, and injuries. Persons with chronic medical conditions and the elderly should promptly seek medical care if they become ill during travel.","Aged; Aged, 80 and over; Cardiovascular Diseases; Cause of Death; Centers for Disease Control and Prevention, U.S.; Chronic Disease; Communicable Diseases; Comorbidity; Ethnicity; Female; Health Status Indicators; Humans; Infant; Male; Mortality; Risk Factors; Seasons; Survival Analysis; Travel; United States",Journal Article,yes
21429864,"Disease transmission and passenger behaviors during a high morbidity Norovirus outbreak on a cruise ship, January 2009.",Wikswo ME; Cortes J; Hall AJ; Vaughan G; Howard C et al.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2011-May,2011,10.1093/cid/cir144,"Norovirus continues to pose a significant burden on cruise ships, causing an average of 27 confirmed outbreaks annually over the past 5 years. In January 2009, the report of a suspected norovirus outbreak among passengers on a cruise ship prompted an investigation. A retrospective cohort study among passengers was conducted on board the ship. Questionnaires about health care-seeking behaviors, hygiene practices, and possible norovirus exposures were placed in every cabin. Stool samples from several ill passengers were tested for norovirus by quantitative reverse-transcriptase polymerase chain reaction (RT-qPCR) and confirmed by sequence analysis. Of 1842 passengers, 1532 (83.2%) returned questionnaires, and 236 (15.4% of participants) met the case definition. Of these, 95 (40%) did not report to the infirmary. Case passengers were significantly more likely to have an ill cabin mate (relative risk [RR] = 3.0; P < .01) and to have witnessed vomiting during boarding (RR = 2.8; P = .01). Over 90% of all passengers reported increased hand hygiene practices following the outbreak; 38% of ill passengers and 11% of well passengers decreased participation in public activities. Of 14 samples tested, 12 were positive for norovirus by RT-qPCR; 5 of these were confirmed by sequence analysis and typed as GII.4 Minerva. Person-to-person transmission, including an incident of public vomiting during boarding, likely contributed to this high morbidity outbreak. Infirmary surveillance detected only 60% of acute gastroenteritis (AGE) cases involved in this outbreak. Adjustments to outbreak reporting thresholds may be needed to account for incomplete voluntary AGE reporting and to more rapidly implement control measures.","Adolescent; Adult; Aged; Aged, 80 and over; Caliciviridae Infections; Child; Child, Preschool; Cohort Studies; Disease Outbreaks; Female; Gastroenteritis; Humans; Male; Morbidity; Norovirus; Retrospective Studies; Reverse Transcriptase Polymerase Chain Reaction; Seasons; Ships; Travel; Young Adult","Journal Article; Research Support, U.S. Gov't, P.H.S.",yes
22544501,Varicella at sea: a two-year study on cruise ships.,Acevedo F; Diskin AL; Dahl E,International maritime health,2011,2011,,"Being highly contagious by person-to-person transmission, varicella can easily spread within the multinational population of a cruise ship and into communities ashore. The aim of the study was to report the prevalence of varicella infections in a fleet of cruise ships during a two-year period and to discuss measures to prevent and contain shipboard outbreaks. All probable varicella cases among passengers and crew on 34 cruise ships were registered for 2 years by the medical facilities onboard. Patients remained isolated until 6 days after rash onset. Susceptible contacts were identified and offered post-exposure prophylaxis. Crew nationality, number of vaccinated contacts, and direct vaccination costs were registered. During two years 187 varicella cases (36 passengers, 151 crew) were registered and 2,685 varicella vaccinations were administered at an estimated direct vaccination cost of US $ 283,832. Of the 34 ships, only 3 reported no cases of varicella. There were 8 clusters ('outbreaks') of ≥ 5 varicella cases presenting less than 42 days apart, comprising a total of 89 patients. While > 130 nations were represented among the crew, the 151 crew cases came from 26 countries, and 88 (58%) of them came from 5 sub-tropical/tropical countries. All cruise vessels must expect to encounter varicella cases or outbreaks onboard every few years. Every varicella case can start an outbreak and thus trigger several time-consuming and expensive containment measures, including isolation and mass vaccination of susceptible contacts. Mandatory pre-contract evidence of varicella immunity from all seafarers or from subgroups according to position or nationality might be worth considering. Seafarers known to be immune to varicella should always carry valid documentation while traveling.",Chickenpox; Chickenpox Vaccine; Disease Outbreaks; Global Health; Humans; Occupational Health; Risk Assessment; Ships; Time Factors; Travel,Journal Article,yes
21135680,Individualizing a capstone project: a cruise ship nurse creates a brochure about the Norwalk virus.,Campbell WT; Benn S,Nurse educator,2011,2011,10.1097/NNE.0b013e3182001e42,"An MS capstone is a summative academic project where the student is expected to combine personal experience, previous nursing knowledge, and newly acquired graduate nursing skills and integrate them into practice. The authors discuss the challenges of a capstone project from the committee chair and student perspectives. This family nurse practitioner student was a cruise ship nurse who identified a need related to the Norwalk virus. The committee chair needed to direct the student through the capstone formal process while helping her to create a professional brochure to educate future travelers.","Caliciviridae Infections; Education, Nursing, Graduate; Gastroenteritis; Health Education; Humans; Mid-Atlantic Region; Naval Medicine; Norwalk virus; Nurse Practitioners; Pamphlets",Journal Article,no
21029531,Outbreaks of pandemic (H1N1) 2009 and seasonal influenza A (H3N2) on cruise ship.,Ward KA; Armstrong P; McAnulty JM; Iwasenko JM; Dwyer DE,Emerging infectious diseases,2010-Nov,2010,10.3201/eid1611.100477,"To determine the extent and pattern of influenza transmission and effectiveness of containment measures, we investigated dual outbreaks of pandemic (H1N1) 2009 and influenza A (H3N2) that had occurred on a cruise ship in May 2009. Of 1,970 passengers and 734 crew members, 82 (3.0%) were infected with pandemic (H1N1) 2009 virus, 98 (3.6%) with influenza A (H3N2) virus, and 2 (0.1%) with both. Among 45 children who visited the ship's childcare center, infection rate for pandemic (H1N1) 2009 was higher than that for influenza A (H3N2) viruses. Disembarked passengers reported a high level of compliance with isolation and quarantine recommendations. We found 4 subsequent cases epidemiologically linked to passengers but no evidence of sustained transmission to the community or passengers on the next cruise. Among this population of generally healthy passengers, children seemed more susceptible to pandemic (H1N1) 2009 than to influenza (H3N2) viruses. Intensive disease control measures successfully contained these outbreaks.","Adult; Aged; Child; Child, Preschool; Disease Outbreaks; Female; Humans; Influenza A Virus, H1N1 Subtype; Influenza A Virus, H3N2 Subtype; Influenza, Human; Male; Middle Aged; Quarantine; Ships",Journal Article,yes
20496326,Varicella among seafarers: a case study on testing and vaccination as a cost-effective method of prevention.,Idnani N,International maritime health,2010,2010,,"Many individuals together in semi-confined settings increase the risk of outbreaks of infectious diseases. A single case of varicella on a cruise ship can thus result in rapid spread and elevated costs for the cruise provider in terms of repatriation, ship diversion, law suits, and loss in current and potential future revenue. Control of varicella involves attention to good personal hygiene, safe food and water handling, and use of vaccine. To test crewmembers during their pre-employment medical examination to determine who might be susceptible to contract varicella if exposed, to vaccinate those at risk, and to see whether the benefits of testing and vaccination outweigh the costs. Tests were conducted on 121 Indian seafarers for varicella IgG and IgM antibodies during their pre-employment medical examination in Mumbai and Goa from December 1st to December 23rd 2008. Cases without IgG antibodies to varicella (IgG negative) were administered vaccine. Twenty (16.5%) seafarers who tested IgG negative and one who tested equivocally were administered the vaccine. One hundred (82.7%) tested positive for IgG antibodies and were therefore not vaccinated. None tested positive for IgM antibodies, indicating no active infection. One in six Indian seafarers tested IgG negative and was thus at risk to contract varicella if exposed. Testing for varicella IgG and IgM antibodies, followed by vaccination when necessary, is a costeffective method to prevent an expensive outbreak in the semi-confined setting of a cruise ship and is recommended as a mandatory part of the pre-employment medical examination for Indian seafarers.",Adult; Chickenpox; Cost-Benefit Analysis; Employment; Humans; Immunization; Leisure Activities; Male; Mass Screening; Occupational Health; Ships; Young Adult,Case Reports; Journal Article,yes
20496320,Passenger accidents and injuries reported during 3 years on a cruise ship.,Dahl E,International maritime health,2010,2010,,"The objective was to register and analyze data from all passenger injuries reported to the medical centre of a cruise ship with a median passenger load of 719 per day during a three-year period, and to determine high risk areas, equipment, and behaviour. All reported passenger injuries were registered at first visit. An injury was 'serious' if it led to hospitalization ashore or if full recovery was not expected within two weeks. During 3 years, 663 injuries (62.7% women) were reported aboard; 12.5% were classified as serious. The victims' median age was 72 (range: 1-97) years. The incidence rate was 0.8 injuries per 1000 passenger-days. Most victims (65.3%) suffered injuries aboard, 3.6% on tenders, and 31.1% ashore. The most common accident locations aboard were cabins (20.1%) and bathrooms (13.4), and ashore, streets (29.6%) and buses (16.1%). Slips/trips/falls caused 44.8% of injuries aboard and 69.4% ashore (p < 0.001). The most frequently injured body part was the lower extremity (43.0%), and open wounds the most common injury type (41.6%). More wounds and fractures/dislocations occurred ashore than aboard (p < 0.05). Only 2% were hospitalized in port, while 5% were referred to specialists in local ports and returned to the ship. There were no helicopter evacuations or ship diversions. Passenger injuries contribute considerably to the workload of the medical team aboard. A well-equipped, competent medical staff will effectively treat most injuries aboard and thus reduce the number of costly and inconvenient helicopter evacuations, ship diversions, port referrals, and medical disembarkations.","Accidents; Adolescent; Adult; Aged; Aged, 80 and over; Child; Child, Preschool; Female; Humans; Infant; Leisure Activities; Male; Middle Aged; Registries; Ships; Trauma Severity Indices; Wounds and Injuries; Young Adult",Journal Article,no
20359496,Norovirus outbreak in a cruise ship sailing around the British Isles: investigation and multi-agency management of an international outbreak.,Vivancos R; Keenan A; Sopwith W; Smith K; Quigley C et al.,The Journal of infection,2010-Jun,2010,10.1016/j.jinf.2010.03.018,"Managing an outbreak of gastroenteritis (GI) on board a cruise ship while minimising disruption to passengers' on board and shore visit activities is difficult. For this reason it is important to understand the complex patterns of transmission in a closed community. We describe the epidemiological investigation of an outbreak of norovirus during an international cruise. A retrospective cohort study was conducted using information from lists routinely maintained by the travel company, including the passenger manifest, and organised coach tour lists. Information on air-conditioning (AC) systems was used to assess the possible sources of exposures. Of the 1194 passengers 191 (16%) and 5 crew (<1%) became ill with GI symptoms. The attack rate was higher amongst passengers whose cabin was on the main deck (RR 3.41, 95% CI 1.47-7.94) that houses both passengers' cabins and leisure facilities including shops. Passengers who went on one of the organised coach tours where there were symptomatic passengers were at an increased risk of infection (RR 2.14, CI 1.51-3.03). Analysis of the 56 AC sections on the ship and did not detect an association with infection. Patterns of transmission of norovirus on a cruise ship are complex. Our study suggests infections are more likely among those passengers staying in areas of the ship that are highly transited or used for communal activities and more difficult to clean. Emphasis on the importance of early reporting of symptoms can help minimise transmission. Internationally agreed guidelines on the management of outbreaks on cruise ships are needed.","Adult; Aged; Caliciviridae Infections; Cluster Analysis; Disease Outbreaks; Disease Transmission, Infectious; Female; Gastroenteritis; Global Health; Humans; Male; Middle Aged; Norovirus; Risk Factors; Ships; Travel; United Kingdom",Journal Article,yes
20102910,Cardiovascular emergencies in cruise ship passengers.,Novaro GM; Bush HS; Fromkin KR; Shen MY; Helguera M et al.,The American journal of cardiology,2010-Jan,2010,10.1016/j.amjcard.2009.09.004,"More than 10 million people, many elderly and likely to harbor cardiovascular (CV) disease, embark on cruise ship travel worldwide every year. The clinical presentation and outcome of CV emergencies presenting during cruise ship travel remain largely unknown. Our department provides contracted cardiology consultations to several large cruise lines. We prospectively maintained a registry of all such consultations during a 2-year period. One hundred consecutive patients were identified (age 66 +/- 14 years, range 18 to 90, 76% men). The most common symptom was chest pain (50%). The most common diagnosis was acute coronary syndrome (58%; ST elevation in 21% and non-ST elevation in 37%). On-board mortality was 3%. Overall, 73% of patients required hospital triage. Of the 25 patients triaged to our institution, 17 underwent a revascularization procedure. One patient died. Ten percent of patients had cardiac symptoms in the days or weeks before boarding; all required hospital triage. Access to a baseline electrocardiogram would have been clinically useful in 23% of cases. In conclusion, CV emergencies, such as acute coronary syndrome and heart failure, are not uncommon on cruise ships. They are often serious, requiring hospital triage and coronary revascularization. A pretravel medical evaluation is recommended for passengers with a cardiac history or a high-risk profile. Passengers should be encouraged to bring a copy of their electrocardiogram on board if abnormal. Cruise lines should establish mechanisms for prompt consultation and triage.","Adolescent; Adult; Aged; Aged, 80 and over; Cardiovascular Diseases; Cohort Studies; Emergencies; Female; Hospital Mortality; Humans; Length of Stay; Male; Middle Aged; Needs Assessment; Retrospective Studies; Risk Factors; Ships; Travel; Young Adult",Journal Article,no
19891860,Hepatitis E outbreak on cruise ship.,Said B; Ijaz S; Kafatos G; Booth L; Thomas HL et al.,Emerging infectious diseases,2009-Nov,2009,10.3201/eid1511.091094,"In 2008, acute hepatitis E infection was confirmed in 4 passengers returning to the United Kingdom after a world cruise. Epidemiologic investigation showed that of 789 persons who provided blood samples, 195 (25%) were seropositive, 33 (4%) had immunoglobulin [Ig] M levels consistent with recent acute infection (11 of these persons were symptomatic), and 162 (21%) had IgG only, consistent with past infection. Passenger mean age was 68 years. Most (426/789, 54%) passengers were female, yet most with acute infection (25/33, 76%) were male. Sequencing of RNA from 3 case-patients identified hepatitis E virus genotype 3, closely homologous to genotype 3 viruses from Europe. Significant association with acute infection was found for being male, drinking alcohol, and consuming shellfish while on board (odds ratio 4.27, 95% confidence interval 1.23-26.94, p = 0.019). This was probably a common-source foodborne outbreak.","Adult; Aged; Aged, 80 and over; Antibodies, Viral; Disease Outbreaks; Female; Food Microbiology; Genotype; Hepatitis E; Hepatitis E virus; Humans; Immunoglobulin G; Immunoglobulin M; Male; Middle Aged; Public Health; RNA, Viral; Risk Factors; Seafood; Shellfish; Ships; Travel; United Kingdom; Young Adult",Journal Article,yes
